Organization Name,Period,Company Name,Tenant Reference,Agreement Name,Tenant Primary Domain,Subscription ID,Subscription Name,Account Department Tag,Account Cost Center Tag,Account Project Tag,Account Owner Tag,Account Custom Tag,Product ID,Product SKU,Meter ID,Meter Name,Category,Subcategory,Product Start Date,Product End Date,Publisher,Unit Price,Quantity,Included Quantity,Unit,Reseller Price,Included Quantity Amount,Summed Amount,Currency,Reseller Markup (%),Reseller Markup,Reseller Sales Unit Price,Reseller Sales Price Total
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EUW2-AWS-Out-Bytes,Amazon Simple Storage Service,ReadACL,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-TimedStorage-ByteHrs,Amazon Simple Storage Service,StandardStorage,9/1/2021,9/30/2021,Amazon,0.02,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.02,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,4.53,0.00,Each,0.23,0.00,0.23,USD,0%,0.00,0.05,0.23
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-TimedStorage-ByteHrs,AmazonCloudWatch,HourlyStorageMetering,9/1/2021,9/30/2021,Amazon,0.03,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.03,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.08,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.05,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.06,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.05,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.01,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.05,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EUC1-AWS-In-Bytes,Amazon Elastic Compute Cloud,PublicIP-In,9/1/2021,9/30/2021,Amazon,0.00,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.01,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.05,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.34,0.00,Each,0.02,0.00,0.02,USD,0%,0.00,0.05,0.02
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-APN1-AWS-Out-Bytes,Amazon Elastic Compute Cloud,PublicIP-Out,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-Requests-Tier2,Amazon Simple Storage Service,ReadBucketPolicy,9/1/2021,9/30/2021,Amazon,0.00,100785.00,0.00,Each,0.04,0.00,0.04,USD,0%,0.00,0.00,0.04
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EU-AWS-Out-Bytes,Amazon Elastic Compute Cloud,PublicIP-Out,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Out-Bytes,Amazon Simple Storage Service,ReadBucketReplication,9/1/2021,9/30/2021,Amazon,0.08,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.08,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.79,0.00,Each,0.04,0.00,0.04,USD,0%,0.00,0.05,0.04
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Out-Bytes,Amazon Simple Storage Service,ReadCostAllocation,9/1/2021,9/30/2021,Amazon,0.11,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.11,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.19,0.00,Each,0.01,0.00,0.01,USD,0%,0.00,0.05,0.01
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Out-Bytes,Amazon Virtual Private Cloud,CreateVpnConnection,9/1/2021,9/30/2021,Amazon,0.09,0.05,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-USE1-AWS-Out-Bytes,Amazon Elastic Compute Cloud,PublicIP-Out,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,Requests-Tier2,Amazon Simple Storage Service,ReadBucketLifecycle,9/1/2021,9/30/2021,Amazon,0.00,6.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.86,0.00,Each,0.04,0.00,0.04,USD,0%,0.00,0.05,0.04
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EUW2-AWS-Out-Bytes,Amazon Elastic Compute Cloud,PublicIP-Out,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.04,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.05,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,2.04,0.00,Each,0.10,0.00,0.10,USD,0%,0.00,0.05,0.10
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-BilledBytes,Amazon Kinesis Firehose,PutRecord,9/1/2021,9/30/2021,Amazon,0.03,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.03,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EUN1-AWS-Out-Bytes,Amazon Elastic Compute Cloud,PublicIP-Out,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Regional-Bytes,Amazon OpenSearch Service,None,9/1/2021,9/30/2021,Amazon,0.01,0.05,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.01,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.13,0.00,Each,0.01,0.00,0.01,USD,0%,0.00,0.05,0.01
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Regional-Bytes,Amazon Elastic Compute Cloud,PublicIP-In,9/1/2021,9/30/2021,Amazon,0.01,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.01,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-TimedStorage-ByteHrs,Amazon Simple Storage Service,StandardStorage,9/1/2021,9/30/2021,Amazon,0.02,1.02,0.00,Each,0.02,0.00,0.02,USD,0%,0.00,0.02,0.02
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-USW2-AWS-In-Bytes,Amazon Elastic Compute Cloud,PublicIP-In,9/1/2021,9/30/2021,Amazon,0.00,0.01,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:VolumeUsage.gp2,Amazon Elastic Compute Cloud,CreateVolume-Gp2,9/1/2021,9/30/2021,Amazon,0.11,1888.42,0.00,Each,215.28,0.00,215.28,USD,0%,0.00,0.11,215.28
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.64,0.00,Each,0.03,0.00,0.03,USD,0%,0.00,0.05,0.03
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.36,0.00,Each,0.02,0.00,0.02,USD,0%,0.00,0.05,0.02
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.50,0.00,Each,0.02,0.00,0.02,USD,0%,0.00,0.05,0.02
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Out-Bytes,Amazon Simple Storage Service,ReadACL,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Regional-Bytes,Amazon Elastic Compute Cloud,InterZone-Out,9/1/2021,9/30/2021,Amazon,0.01,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.01,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:VolumeUsage.gp2,Amazon Elastic Compute Cloud,CreateVolume-Gp2,9/1/2021,9/30/2021,Amazon,0.11,1021.00,0.00,Each,116.39,0.00,116.39,USD,0%,0.00,0.11,116.39
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,USW1-FreeEventsRecorded,AWS CloudTrail,None,9/1/2021,9/30/2021,Amazon,0.00,726.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-USW2-AWS-Out-Bytes,Amazon Elastic Compute Cloud,PublicIP-Out,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-APS1-AWS-In-Bytes,Amazon Simple Storage Service,PutObject,9/1/2021,9/30/2021,Amazon,0.00,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-USE2-AWS-Out-Bytes,Amazon Elastic Compute Cloud,PublicIP-Out,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-Requests-Tier2,Amazon Simple Storage Service,ReadVersioningProps,9/1/2021,9/30/2021,Amazon,0.00,221.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-USE2-AWS-In-Bytes,Amazon Elastic Compute Cloud,PublicIP-In,9/1/2021,9/30/2021,Amazon,0.00,0.01,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-In-Bytes,Elastic Load Balancing,LoadBalancing,9/1/2021,9/30/2021,Amazon,0.00,0.18,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-USE2-AWS-Out-Bytes,Amazon Simple Storage Service,ReadACL,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-AZ-In-Bytes,Amazon Elastic Compute Cloud,VPCPeering-In,9/1/2021,9/30/2021,Amazon,0.00,9.09,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.03,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.05,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.17,0.00,Each,0.01,0.00,0.01,USD,0%,0.00,0.05,0.01
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-ESInstance:t2.small,Amazon OpenSearch Service,ESDomain,9/1/2021,9/30/2021,Amazon,0.05,720.00,0.00,Each,38.16,0.00,38.16,USD,0%,0.00,0.05,38.16
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.02,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.05,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,Requests-RBP,Amazon Simple Queue Service,List,9/1/2021,9/30/2021,Amazon,0.00,12.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Out-Bytes,Amazon Elastic Compute Cloud,RunInstances,9/1/2021,9/30/2021,Amazon,0.08,0.12,0.00,Each,0.01,0.00,0.01,USD,0%,0.00,0.08,0.01
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EBS:SnapshotUsage,Amazon Elastic Compute Cloud,CreateSnapshot,9/1/2021,9/30/2021,Amazon,0.05,0.05,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.05,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,USE1-FreeEventsRecorded,AWS CloudTrail,None,9/1/2021,9/30/2021,Amazon,0.00,12759.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Out-Bytes,Amazon Virtual Private Cloud,CreateVpnConnection,9/1/2021,9/30/2021,Amazon,0.08,0.01,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.08,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Regional-Bytes,Amazon Elastic Compute Cloud,InterZone-In,9/1/2021,9/30/2021,Amazon,0.01,0.03,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.01,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-APN2-AWS-Out-Bytes,Amazon Simple Storage Service,ReadACL,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-TimedStorage-ByteHrs,AmazonCloudWatch,HourlyStorageMetering,9/1/2021,9/30/2021,Amazon,0.03,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.03,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-TimedStorage-ByteHrs,AmazonCloudWatch,HourlyStorageMetering,9/1/2021,9/30/2021,Amazon,0.03,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.03,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataTransfer-Out-Bytes,Amazon Simple Storage Service,ReadCostAllocation,9/1/2021,9/30/2021,Amazon,0.08,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.08,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-DataProcessing-Bytes,AmazonCloudWatch,PutLogEvents,9/1/2021,9/30/2021,Amazon,0.67,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.67,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EUW3-AWS-In-Bytes,Amazon Virtual Private Cloud,CreateVpnConnection,9/1/2021,9/30/2021,Amazon,0.00,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.00,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-USW2-AWS-Out-Bytes,Amazon Elastic Compute Cloud,PublicIP-Out,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
TAMISER ADVISORS PVT. LTD.,September,Dalmia Cement Bharat,,AWS,Dalmia Cement Bharat,049354604647,AWS - Dalmia Cement Bharat,,,SAP DEVQA,,,235831,AWS-UC,AWS-001,APS3-EUW2-AWS-Out-Bytes,Amazon Virtual Private Cloud,CreateVpnConnection,9/1/2021,9/30/2021,Amazon,0.09,0.00,0.00,Each,0.00,0.00,0.00,USD,0%,0.00,0.09,0.00
